x;0;1;2;3;4;5
760;2;50;10;11;3.75;3.5
761;2;50;30;31;1;2.25
762;2;50;30;31;3.25;2
763;2;50;1;2;1.75;1.5
764;2;50;10;11;4;2.75
765;2;50;10;11;1.75;5
766;2;50;10;11;4.25;2.75
767;2;50;30;31;3.5;2.25
768;2;50;10;11;4.75;3.5
769;2;50;3;4;4.25;1.5
770;2;50;10;11;4.75;2
771;2;50;10;11;3.5;2.75
772;2;50;10;11;4.5;2
773;2;50;30;31;1.25;3.75
774;2;50;30;31;0.75;1.5
775;2;50;10;11;1.75;4
776;2;50;10;11;4.25;2.5
777;2;50;30;31;2;3.5
778;2;50;30;31;1;3.25
779;2;50;30;31;3.5;5
780;2;50;10;11;3.75;3
781;2;50;10;11;5;1.75
782;2;50;30;31;2;4.5
783;2;50;30;31;4.25;2.5
784;2;50;30;31;2.5;5
785;2;50;30;31;2.25;4
786;2;50;30;31;1;5
787;2;50;30;31;4.75;2.5
788;2;50;10;11;2.5;3
789;2;50;10;11;3.25;4
790;2;50;30;31;1.75;3.5
791;2;50;10;11;0.75;3
792;2;50;10;11;5;3.25
793;2;50;30;31;5;3.75
794;2;50;3;4;1.75;3.25
795;2;50;30;31;4.25;3.5
796;2;50;10;11;2;4
797;2;50;3;4;5;2.25
798;2;50;30;31;4.75;1.75
799;2;50;10;11;3.25;3.25
800;2;50;3;4;4.25;1.75
801;2;50;30;31;0.75;4.5
802;2;50;30;31;1.75;4.25
803;2;50;30;31;2.75;2.75
804;2;50;30;31;4.25;4.75
805;2;50;10;11;4.25;4.75
806;2;50;10;11;2.25;4.5
807;2;50;30;31;0.5;2.25
808;2;50;10;11;3.5;4
809;2;50;30;31;2;2.5
810;2;50;30;31;2.25;3.25
811;2;50;10;11;3.5;3.5
812;2;50;10;11;2.75;3
813;2;50;30;31;1.25;3.5
814;2;50;10;11;2;3.25
815;2;50;30;31;1.5;3.25
816;2;50;10;11;4.75;4.5
817;2;50;10;11;2.75;2.75
818;2;50;30;31;4.75;5
819;2;50;10;11;2.25;3.75
820;2;50;1;2;4;0.25
821;2;50;30;31;2;3
822;2;50;10;11;1.25;3.75
823;2;50;30;31;1.25;5
824;2;50;10;11;0.75;2.5
825;2;50;1;2;2.25;1
826;2;50;30;31;1.25;3.25
827;2;50;10;11;1.75;3.5
828;2;50;10;11;1.75;4.25
829;2;50;30;31;3.75;4
830;2;50;3;4;4.5;1.25
831;2;50;10;11;3.25;3.5
832;2;50;3;4;5;0.75
833;2;50;30;31;4.25;3
834;2;50;10;11;2;3.5
835;2;50;10;11;1.75;3.75
836;2;50;30;31;5;2.5
837;2;50;30;31;5;5
838;2;50;10;11;2.5;3.5
839;2;50;30;31;0.5;1.5
840;2;50;30;31;4.5;4.75
841;2;50;30;31;1.25;4.5
842;2;50;30;31;1.5;4.75
843;2;50;30;31;1;4.75
844;2;50;10;11;1.75;3
845;2;50;30;31;1.25;4
846;2;50;30;31;3.25;2.75
847;2;50;30;31;5;3.5
848;2;50;10;11;3.75;3.75
849;2;50;10;11;3.75;4
850;2;50;30;31;2.75;2.5
851;2;50;10;11;3.25;3
852;2;50;30;31;3;3.25
853;2;50;10;11;4.25;3
854;2;50;1;2;2.5;0.75
855;2;50;10;11;2.5;2.25
856;2;50;30;31;4.75;2.25
857;2;50;10;11;3.75;2.5
858;2;50;10;11;1;3.25
859;2;50;10;11;5;2
860;2;50;30;31;3;5
861;2;50;30;31;5;3
862;2;50;10;11;2;3
863;2;50;30;31;2.5;3.5
864;2;50;10;11;3.5;4.75
865;2;50;30;31;4;2
866;2;50;30;31;2.5;4
867;2;50;10;11;1;4.25
868;2;50;10;11;3.25;2.5
869;2;50;3;4;4;1.5
870;2;50;1;2;3;0.75
871;2;50;10;11;2.25;3.25
872;2;50;30;31;4.25;4.25
873;2;50;10;11;2.25;3
874;2;50;30;31;2.75;4
875;2;50;1;2;2.25;1.25
876;2;50;30;31;2;4.75
877;2;50;30;31;5;4.5
878;2;50;10;11;5;3
879;2;50;30;31;3.25;4.75
880;2;50;3;4;3.25;3
881;2;50;30;31;2.25;2.75
882;2;50;30;31;2;3.25
883;2;50;10;11;4;4
884;2;50;3;4;2.25;3
885;2;50;30;31;4;4.75
886;2;50;10;11;1.5;4.25
887;2;50;30;31;1.75;4
888;2;50;30;31;3;4.25
889;2;50;3;4;1;3.25
890;2;50;30;31;2.5;3.75
891;2;50;30;31;2.75;2.25
892;2;50;30;31;2.25;5
893;2;50;30;31;4.25;3.25
894;2;50;10;11;3.5;3.25
895;2;50;10;11;0.75;2.75
896;2;50;10;11;2;3.75
897;2;50;30;31;0.75;5
898;2;50;30;31;1.75;5
899;2;50;30;31;4;3.25
900;2;50;30;31;4;2.5
901;2;50;30;31;2.5;2.25
902;2;50;30;31;3.25;5
903;2;50;10;11;0.5;2
904;2;50;10;11;1.5;3.5
905;2;50;30;31;1.5;5
906;2;50;3;4;1.75;3.5
907;2;50;30;31;3.75;2.75
908;2;50;10;11;4.5;4.25
909;2;50;30;31;2.75;4.25
910;2;50;30;31;4.75;2
911;2;50;30;31;3.75;2.5
912;2;50;30;31;3.5;4.5
913;2;50;10;11;3.25;3.75
914;2;50;30;31;1.5;3.5
915;2;50;30;31;2.75;3.75
916;2;50;1;2;1;1.5
917;2;50;3;4;1.5;3.25
918;2;50;10;11;1;3.5
919;2;50;10;11;2.5;4.75
920;2;50;10;11;2.75;4.5
921;2;50;30;31;4.5;2.25
922;2;50;30;31;3;4
923;2;50;30;31;3.75;3.5
924;2;50;30;31;4;2.75
925;2;50;10;11;2.5;3.25
926;2;50;30;31;4.25;4
927;2;50;1;2;1.75;1.75
928;2;50;30;31;0.75;3
929;2;50;30;31;1.75;4.75
930;2;50;30;31;4;4
931;2;50;30;31;5;2.75
932;2;50;30;31;3.75;3
933;2;50;30;31;3.25;4.25
934;2;50;30;31;4.75;4.75
935;2;50;10;11;1.5;3.75
936;2;50;10;11;2;4.25
937;2;50;1;2;3.25;0.5
938;2;50;10;11;1.25;5
939;2;50;30;31;3.5;2.5
940;2;50;30;31;4.75;3.5
941;2;50;30;31;4;5
942;2;50;30;31;3;4.75
943;2;50;3;4;4.25;3
944;2;50;10;11;1.5;4
945;2;50;1;2;2.75;0.75
946;2;50;30;31;4.5;3
947;2;50;10;11;3.25;2.75
948;2;50;3;4;4.75;1.25
949;2;50;10;11;2.5;4
950;2;50;1;2;2.5;1
951;2;50;30;31;2;3.75
952;2;50;30;31;3;2.5
953;2;50;1;2;2;1.5
954;2;50;30;31;1.75;3.75
955;2;50;1;2;1.5;1.75
956;2;50;10;11;3;3.5
957;2;50;30;31;2;5
958;2;50;10;11;4.25;5
959;2;50;10;11;2.5;3.75
960;2;50;10;11;4;5
961;2;50;10;11;0.5;1.75
962;2;50;30;31;4.5;2.75
963;2;50;1;2;1.25;1.75
964;2;50;10;11;3.25;5
965;2;50;10;11;0.75;2
966;2;50;10;11;4.5;4.75
967;2;50;10;11;1.5;4.5
968;2;50;3;4;3;3.25
969;2;50;30;31;3.5;3.5
970;2;50;1;2;4.25;0.25
971;2;50;30;31;3;3.75
972;2;50;30;31;0.75;4
973;2;50;10;11;4.5;4.5
974;2;50;10;11;5;4.75
975;2;50;30;31;2.75;5
976;2;50;10;11;2.75;4.25
977;2;50;3;4;4.5;1.75
978;2;50;3;4;2.75;3.25
979;2;50;10;11;3.5;4.25
980;2;50;30;31;5;2.25
981;2;50;3;4;2;3.25
982;2;50;30;31;4.75;4.5
983;2;50;10;11;0.75;3.25
984;2;50;10;11;1.25;3.5
985;2;50;30;31;2.25;4.75
986;2;50;30;31;3.25;4
987;2;50;10;11;2;4.75
988;2;50;10;11;3;4.5
989;2;50;3;4;1.5;3.5
990;2;50;30;31;5;3.25
991;2;50;30;31;2.5;4.5
992;2;50;10;11;3.75;5
993;2;50;10;11;2.5;5
994;2;50;10;11;5;4
995;2;50;30;31;3.5;4.25
996;2;50;10;11;2;5
997;2;50;10;11;3;4.25
998;2;50;3;4;2.5;3.25
999;2;50;3;4;4.75;3
1000;2;50;10;11;2.25;4.75
1001;2;50;10;11;3;4
1002;2;50;10;11;4.75;4.75
1003;2;50;3;4;5;1
1004;2;50;1;2;0.75;1.25
1005;2;50;10;11;2.75;4
1006;2;50;30;31;2.25;4.25
1007;2;50;10;11;2.25;4.25
1008;2;50;10;11;2;4.5
1009;2;50;30;31;0.5;2.5
1010;2;50;10;11;3.5;5
1011;2;50;10;11;4.25;4
1012;2;50;10;11;1;3.75
1013;2;50;30;31;1.5;4
1014;2;50;30;31;0.5;2
1015;2;50;30;31;4;3
1016;2;50;10;11;3.75;4.75
1017;2;50;30;31;2.25;3.75
1018;2;50;10;11;3.25;4.5
1019;2;50;30;31;3.5;2.75
1020;2;50;10;11;0.75;3.5
1021;2;50;10;11;4.75;5
1022;2;50;10;11;2.75;4.75
1023;2;50;10;11;3;5
1024;2;50;30;31;3.75;4.25
1025;2;50;10;11;1;5
1026;2;50;100;101;2.25;0.5
1027;2;50;1;2;2.75;1
1028;2;50;10;11;1;4.75
1029;2;50;10;11;3.25;4.75
1030;2;50;100;101;1.75;0
1031;2;50;10;11;0.75;3.75
1032;2;50;10;11;1.25;4.25
1033;2;50;10;11;4;4.5
1034;2;50;1;2;1.5;2
1035;2;50;30;31;0.5;2.75
1036;2;50;3;4;4.75;1.75
1037;2;50;1;2;1.25;2
1038;2;50;100;101;4;0
1039;2;50;100;101;1.25;0.25
1040;2;50;100;101;4.25;0.75
1041;2;50;100;101;1;3.5
1042;2;50;100;101;3.25;1.75
1043;2;50;10;11;5;5
1044;2;50;100;101;3.75;3.25
1045;2;50;100;101;2.5;0
1046;2;50;100;101;2.75;0
1047;2;50;100;101;4.25;0
1048;2;50;100;101;2.25;0
1049;2;50;100;101;5;2.5
1050;2;50;10;11;0.5;2.5
1051;2;50;10;11;0.75;4.25
1052;2;50;3;4;4.5;3
1053;2;50;30;31;0.5;3.25
1054;2;50;100;101;0.75;2.25
1055;2;50;100;101;4.25;3.25
1056;2;50;10;11;3.75;4.5
1057;2;50;10;11;3.5;4.5
1058;2;50;10;11;1.5;4.75
1059;2;50;10;11;4.25;3.75
1060;2;50;100;101;0.5;1
1061;2;50;10;11;3.75;3.25
1062;2;50;1;2;2.25;1.5
1063;2;50;10;11;3.25;4.25
1064;2;50;100;101;4.25;2.5
1065;2;50;10;11;3;4.75
1066;2;50;100;101;0.75;3.25
1067;2;50;100;101;3.5;0.25
1068;2;50;100;101;0.5;0
1069;2;50;100;101;4.25;2
1070;2;50;100;101;2.5;0.5
1071;2;50;100;101;3.25;1.5
1072;2;50;10;11;2.25;5
1073;2;50;100;101;3;1.5
1074;2;50;100;101;2;0
1075;2;50;100;101;4.5;0
1076;2;50;100;101;0.75;1.75
1077;2;50;100;101;1.25;0.5
1078;2;50;100;101;1.75;0.75
1079;2;50;100;101;5;0
1080;2;50;100;101;2.25;2.75
1081;2;50;100;101;2.25;0.25
1082;2;50;100;101;3.5;5
1083;2;50;100;101;3.75;1.25
1084;2;50;1;2;0.5;0.75
1085;2;50;100;101;4;3.25
1086;2;50;100;101;3.75;2.5
1087;2;50;100;101;3.25;2
1088;2;50;100;101;2.75;3.25
1089;2;50;100;101;3.5;0
1090;2;50;100;101;1.25;0
1091;2;50;100;101;2.25;4
1092;2;50;100;101;3;0
1093;2;50;100;101;4.5;4
1094;2;50;100;101;2.75;3.5
1095;2;50;100;101;1.25;3.5
1096;2;50;100;101;4.25;1.75
1097;2;50;100;101;1;4.25
1098;2;50;100;101;3.25;1.25
1099;2;50;100;101;1.75;4.25
1100;2;50;100;101;3.75;0
1101;2;50;100;101;0.75;0
1102;2;50;100;101;1.25;1.75
1103;2;50;100;101;2.25;3
1104;2;50;100;101;2.25;4.25
1105;2;50;100;101;4.75;2.75
1106;2;50;100;101;1.75;5
1107;2;50;100;101;4;0.25
1108;2;50;100;101;2.5;0.25
1109;2;50;100;101;3.25;3.5
1110;2;50;100;101;3.25;4.75
1111;2;50;100;101;1.75;1.25
1112;2;50;100;101;2;0.25
1113;2;50;100;101;1.75;3.75
1114;2;50;100;101;4.75;0.25
1115;2;50;100;101;2.5;1
1116;2;50;100;101;1.25;1.5
1117;2;50;100;101;4.25;4.75
1118;2;50;100;101;0.75;3.5
1119;2;50;100;101;5;0.75
1120;2;50;100;101;3.25;0
1121;2;50;100;101;1.5;5
1122;2;50;100;101;3;2.75
1123;2;50;100;101;5;0.25
1124;2;50;100;101;3;2
1125;2;50;100;101;2.25;1
1126;2;50;100;101;5;3.5
1127;2;50;100;101;5;4.75
1128;2;50;100;101;2.5;1.25
1129;2;50;100;101;1.25;2.25
1130;2;50;100;101;3.25;0.25
1131;2;50;100;101;0.75;0.25
1132;2;50;1;2;2;1.75
1133;2;50;100;101;1.25;2.75
1134;2;50;100;101;4;2.75
1135;2;50;100;101;4.25;1
1136;2;50;100;101;0.75;5
1137;2;50;100;101;1.25;2.5
1138;2;50;100;101;2;1
1139;2;50;100;101;2.5;4.5
1140;2;50;100;101;4.75;0
1141;2;50;100;101;1.25;0.75
1142;2;50;1;2;1.75;2
1143;2;50;100;101;2.75;4
1144;2;50;100;101;2;3.25
1145;2;50;3;4;3.5;3
1146;2;50;100;101;3.25;3
1147;2;50;100;101;1;2.5
1148;2;50;100;101;1.25;4.5
1149;2;50;100;101;1.25;2
1150;2;50;100;101;4.5;0.25
1151;2;50;100;101;1.5;1.75
1152;2;50;100;101;3.75;4.75
1153;2;50;100;101;1;0
1154;2;50;100;101;5;1.25
1155;2;50;100;101;3.75;1.5
1156;2;50;100;101;3.5;3
1157;2;50;100;101;3;0.5
1158;2;50;100;101;2.25;4.75
1159;2;50;100;101;2.25;0.75
1160;2;50;100;101;4.25;4
1161;2;50;100;101;1;4.5
1162;2;50;100;101;2;1.25
1163;2;50;100;101;4;2.5
1164;2;50;100;101;2.25;1.5
1165;2;50;100;101;2.5;1.75
1166;2;50;100;101;4;4.75
1167;2;50;100;101;2.25;3.75
1168;2;50;100;101;4.5;4.75
1169;2;50;100;101;4.25;3.5
1170;2;50;100;101;1.5;0.75
1171;2;50;100;101;4.5;5
1172;2;50;100;101;3.5;3.5
1173;2;50;100;101;4.5;4.5
1174;2;50;100;101;4.75;3.5
1175;2;50;100;101;2;3.5
1176;2;50;100;101;1;4
1177;2;50;100;101;3.5;2.5
1178;2;50;100;101;1.5;2.5
1179;2;50;100;101;3.25;1
1180;2;50;100;101;0.5;2
1181;2;50;100;101;1.5;3
1182;2;50;100;101;3.75;0.75
1183;2;50;100;101;2;4.75
1184;2;50;1;2;3.5;0.5
1185;2;50;100;101;1.75;3.5
1186;2;50;100;101;3;0.75
1187;2;50;100;101;1;1
1188;2;50;100;101;2.5;2.75
1189;2;50;100;101;4.75;4.5
1190;2;50;100;101;3.25;4.25
1191;2;50;100;101;4.25;3
1192;2;50;100;101;3.25;2.5
1193;2;50;100;101;3;3.75
1194;2;50;100;101;3.5;1.5
1195;2;50;100;101;4;4
1196;2;50;100;101;4;2.25
1197;2;50;100;101;2.75;2
1198;2;50;100;101;3.5;4.75
1199;2;50;100;101;4.75;1.5
1200;2;50;100;101;3.5;4
1201;2;50;100;101;5;1.75
1202;2;50;100;101;1.5;4.5
1203;2;50;100;101;0.75;0.5
1204;2;50;100;101;4;4.5
1205;2;50;100;101;1.75;2.75
1206;2;50;10;11;4.5;5
1207;2;50;100;101;1.75;0.25
1208;2;50;100;101;3.5;1.75
1209;2;50;100;101;4.25;0.5
1210;2;50;100;101;3;1
1211;2;50;100;101;1.25;4.25
1212;2;50;100;101;4.25;2.25
1213;2;50;100;101;4.5;2.25
1214;2;50;100;101;4.25;0.25
1215;2;50;100;101;1.75;2.25
1216;2;50;100;101;2.75;4.5
1217;2;50;100;101;2.25;5
1218;2;50;100;101;3.75;3.75
1219;2;50;100;101;3.75;4
1220;2;50;100;101;2;4.5
1221;2;50;100;101;1.75;4.75
1222;2;50;100;101;2;4
1223;2;50;100;101;0.75;3
1224;2;50;100;101;1.5;4.75
1225;2;50;100;101;3.5;2
1226;2;50;100;101;2.75;1.5
1227;2;50;100;101;0.5;1.25
1228;2;50;100;101;1;3.75
1229;2;50;100;101;3.75;5
1230;2;50;100;101;4;3.5
1231;2;50;100;101;4.5;1.25
1232;2;50;100;101;4.75;0.5
1233;2;50;100;101;0.75;1
1234;2;50;100;101;2;3.75
1235;2;50;100;101;4;3.75
1236;2;50;100;101;1;0.25
1237;2;50;100;101;3.5;1.25
1238;2;50;100;101;2.5;2.5
1239;2;50;100;101;3.75;0.5
1240;2;50;100;101;5;1
1241;2;50;100;101;4.5;4.25
1242;2;50;100;101;2;3
1243;2;50;100;101;5;2.25
1244;2;50;100;101;5;1.5
1245;2;50;100;101;3.75;0.25
1246;2;50;100;101;2;2.25
1247;2;50;100;101;3;0.25
1248;2;50;10;11;4.75;4
1249;2;50;100;101;2.25;2.25
1250;2;50;100;101;1.5;1.25
1251;2;50;100;101;5;2.75
1252;2;50;100;101;3.75;4.5
1253;2;50;100;101;3.5;4.25
1254;2;50;100;101;2.25;1.25
1255;2;50;100;101;1.5;2
1256;2;50;100;101;4.5;0.5
1257;2;50;100;101;4;1
1258;2;50;100;101;2;1.5
1259;2;50;100;101;1.5;0.25
1260;2;50;100;101;4.75;1.75
1261;2;50;10;11;4.5;3.75
1262;2;50;100;101;1;1.25
1263;2;50;100;101;2.75;2.5
1264;2;50;100;101;3.75;1.75
1265;2;50;100;101;1.5;0
1266;2;50;100;101;5;0.5
1267;2;50;3;4;3.75;3
1268;2;50;100;101;4.75;1
1269;2;50;100;101;4.5;3.5
1270;2;50;100;101;3.5;4.5
1271;2;50;100;101;4.75;4.75
1272;2;50;100;101;0.75;2
1273;2;50;100;101;3.25;2.25
1274;2;50;10;11;4;3.5
1275;2;50;100;101;1.5;1
1276;2;50;100;101;2.75;1
1277;2;50;100;101;3.25;4
1278;2;50;100;101;1.75;4
1279;2;50;100;101;3.5;3.75
1280;2;50;100;101;2.25;4.5
1281;2;50;100;101;2;2.5
1282;2;50;100;101;3.5;3.25
1283;2;50;100;101;3.75;4.25
1284;2;50;100;101;4;1.25
1285;2;50;100;101;4;4.25
1286;2;50;100;101;5;3
1287;2;50;100;101;3.25;0.5
1288;2;50;100;101;4;1.5
1289;2;50;100;101;2.5;0.75
1290;2;50;100;101;4.5;1
1291;2;50;100;101;3.75;1
1292;2;50;100;101;0.5;1.75
1293;2;50;3;4;5;1.75
1294;2;50;100;101;2.75;1.25
1295;2;50;100;101;3.25;5
1296;2;50;100;101;1.75;2
1297;2;50;100;101;1.5;3.75
1298;2;50;100;101;2.75;2.75
1299;2;50;100;101;0.5;1.5
1300;2;50;100;101;4.75;2.5
1301;2;50;100;101;1.5;3.5
1302;2;50;100;101;2.5;4.75
1303;2;50;100;101;1.75;1.5
1304;2;50;100;101;2.75;4.75
1305;2;50;100;101;1.5;4
1306;2;50;100;101;4.75;1.25
1307;2;50;100;101;3;2.5
1308;2;50;100;101;0.5;3.5
1309;2;50;100;101;2.25;2
1310;2;50;100;101;1;1.5
1311;2;50;100;101;3.5;0.75
1312;2;50;100;101;4.75;2.25
1313;2;50;100;101;4.5;2.75
1314;2;50;100;101;4;2
1315;2;50;100;101;3;4.25
1316;2;50;100;101;1.25;3.75
1317;2;50;100;101;4.75;4
1318;2;50;10;11;4;4.25
1319;2;50;100;101;0.75;0.75
1320;2;50;100;101;5;3.25
1321;2;50;100;101;3.75;3
1322;2;50;100;101;4;3
1323;2;50;100;101;5;4.25
1324;2;50;100;101;3.25;4.5
1325;2;50;100;101;1.75;4.5
1326;2;50;100;101;2;2.75
1327;2;50;100;101;4;0.5
1328;2;50;1;2;0.5;0.5
1329;2;50;100;101;4.25;4.5
1330;2;50;100;101;1.75;3
1331;2;50;100;101;5;4
1332;2;50;100;101;3.25;0.75
1333;2;50;100;101;1;5
1334;2;50;100;101;1.75;1.75
1335;2;50;100;101;3.5;2.75
1336;2;50;100;101;1;2
1337;2;50;100;101;3;4.5
1338;2;50;100;101;2;1.75
1339;2;50;100;101;3.75;2.75
1340;2;50;100;101;1.5;2.25
1341;2;50;100;101;1;0.5
1342;2;50;100;101;2.75;1.75
1343;2;50;100;101;2.25;3.5
1344;2;50;100;101;3.75;2
1345;2;50;100;101;4.75;3.25
1346;2;50;100;101;1;3.25
1347;2;50;100;101;3;4.75
1348;2;50;100;101;1.25;3.25
1349;2;50;100;101;3;3.25
1350;2;50;100;101;1.5;4.25
1351;2;50;100;101;0.75;1.5
1352;2;50;100;101;4.25;1.5
1353;2;50;100;101;2.25;1.75
1354;2;50;100;101;0.5;0.75
1355;2;50;100;101;3;3
1356;2;50;100;101;2.75;3.75
1357;2;50;100;101;2;0.75
1358;2;50;100;101;4.5;2
1359;2;50;100;101;2.5;4.25
1360;2;50;100;101;3.75;3.5
1361;2;50;100;101;1;0.75
1362;2;50;100;101;2.5;5
1363;2;50;100;101;1;4.75
1364;2;50;100;101;2.5;2.25
1365;2;50;100;101;1.5;1.5
1366;2;50;100;101;5;4.5
1367;2;50;100;101;2.75;4.25
1368;2;50;100;101;0.75;4
1369;2;50;100;101;4.25;2.75
1370;2;50;100;101;2.75;0.75
1371;2;50;100;101;4.75;3
1372;2;50;100;101;4.75;2
1373;2;50;100;101;4;1.75
1374;2;50;100;101;0.75;2.75
1375;2;50;100;101;1.25;3
1376;2;50;100;101;5;5
1377;2;50;100;101;4;0.75
1378;2;50;100;101;2;4.25
1379;2;50;100;101;5;2
1380;2;50;100;101;2.75;0.25
1381;2;50;1;2;3.25;0.75
1382;2;50;100;101;4.5;1.75
1383;2;50;100;101;3;4
1384;2;50;100;101;2.5;1.5
1385;2;50;100;101;4.5;3.25
1386;2;50;100;101;4.75;0.75
1387;2;50;100;101;2.5;3
1388;2;50;100;101;0.75;4.75
1389;2;50;100;101;4.5;3
1390;2;50;100;101;3.75;2.25
1391;2;50;100;101;3.5;2.25
1392;2;50;100;101;2.75;0.5
1393;2;50;100;101;3;2.25
1394;2;50;100;101;1.5;0.5
1395;2;50;100;101;2.5;2
1396;2;50;100;101;3;1.75
1397;2;50;10;11;1.5;5
1398;2;50;100;101;0.75;3.75
1399;2;50;100;101;1.75;1
1400;2;50;100;101;1;3
1401;2;50;100;101;2.5;3.5
1402;2;50;100;101;0.5;0.5
1403;2;50;100;101;1;2.75
1404;2;50;100;101;2;0.5
1405;2;50;100;101;2.25;2.5
1406;2;50;100;101;3.5;1
1407;2;50;100;101;0.5;2.5
1408;2;50;100;101;0.75;1.25
1409;2;50;100;101;0.75;2.5
1410;2;50;100;101;1;1.75
1411;2;50;100;101;2.75;3
1412;2;50;100;101;1.25;1.25
1413;2;50;100;101;4.25;1.25
1414;2;50;100;101;1;2.25
1415;2;50;100;101;1.5;2.75
1416;2;50;100;101;2.75;5
1417;2;50;100;101;3.5;0.5
1418;2;50;100;101;3.25;3.75
1419;2;50;100;101;1.75;2.5
1420;2;50;100;101;2.5;3.75
1421;2;50;100;101;4.5;0.75
1422;2;50;100;101;1.25;1
1423;2;50;100;101;2.25;3.25
1424;2;50;100;101;4.75;5
1425;2;50;3;4;2.25;3.25
1426;2;50;100;101;4.5;1.5
1427;2;50;10;11;0.5;2.25
1428;2;50;100;101;2.5;3.25
1429;2;50;100;101;3.25;2.75
1430;2;50;3;4;3;3
1431;2;50;100;101;3;1.25
1432;2;50;1;2;2;2
1433;2;50;100;101;4.25;4.25
1434;2;50;100;101;2;5
1435;2;50;100;101;0.5;0.25
1436;2;50;100;101;1.75;0.5
1437;2;50;100;101;1.25;4.75
1438;2;50;100;101;3.25;3.25
1439;2;50;100;101;1.25;5
1440;2;50;100;101;1.5;3.25
1441;2;50;100;101;2;2
1442;2;50;3;4;2.25;3.5
1443;2;50;100;101;3;5
1444;2;50;100;101;0.5;2.25
1445;2;50;10;11;4;4.75
1446;2;50;100;101;2.75;2.25
1447;2;50;100;101;4;5
1448;2;50;3;4;4.5;1.5
1449;2;50;100;101;0.5;3
